,job_title,company_name,job_location,job_requirement,job_description
144,Accountant,Bayt El Khebra -,"Maadi, Cairo, Egypt ",Bachelor's degree of commerce or business administration (major accounting).1-3 years of experience in banking function Experience in working on SAP systemExcellent knowledge of MS OfficeExcellent Problem-Solving Skills.Excellent Time Management Skills.Excellent Communication Skills.Excellent Organizing Skills.Self-motivated and a great team player.High degree of initiative and flexibility. ,"Paying and Receiving payment by cash, check, credit cards.Computing and recording transactions and ensuring 100% accuracy for all register transactions.Counting and reconciling Cash, Cheques, LG, and other Custodies on daily basis.Cash handling and safe custody of collected cash.Work efficiently and effectively in order to minimize queues.Able to Prepare budgeted cash flow and investigate variances.All other tasks requested by Treasury Manager."
145,Accountant,Talaat Moustafa Group -,"New Cairo, Cairo, Egypt ",A relevant University Degree in Accounting/Finance is required.Ability to work in a team environment.Ability to meet deadlines and perform well in a deadline-oriented environment.Attention to details with accuracy.,"Carries responsibility for collecting (cash, checks) transactions in accounts receivables and general ledger module.Carries responsibility for checks clearance, bounced in AR module.Carries responsibility for AR (Accounts Receivable) and GL (General Ledger) reconciliation.Monitors the application of payment terms and credit limits.Responsible for guaranteeing checks & GL for Customers.Controls all accounts payable entries on the system after reviewing the following (3-way matching test, ensure the right sequencing for the contractors’ interims through accurate matching for the received interims with the original BOQs approved by the consultant, RL technical engineers and ensures the accuracy of the system records and archiving files.Applies the matching principle by following up on other departments before monthly closing if they have any accrual expenses by setting monthly closing rules.Reviews VAT report with ATC to be ready at any time for negotiation and analysis, for the report.Prepares WHT analysis on time to be delivered to the tax authority.Submit the closing with the full set of reports by the end of each month along with other due dates that should be considered according to management assignments, early closing submission will be considered as an achievement with a positive impact on your evaluation."
146,Accountant,Femex Egypt -,"Sheraton, Cairo, Egypt ",Bachelor DegreeVery Good computer SkillsFluent English,"Day-to-day reconcile all sales transaction (O/C) Account, cash, CCSupport all stores on a daily basis Reconcile POS transactions on a daily basis for all stores.Responsible for reconciling stores Safe Box for Cash Sales on the system.Manage and review cashiersHandling the cash receipt process by updating records with cash deposits to the bank.Prepare and update daily reports of the company's bank position.Analyze and correspond all differences from stores sales.Prepares journal entries for the accounting system.Perform daily financial transactions, including verifying, classifying, computing, posting, and recording accounts receivable data. Responsible for Currencies Safe Box (USD & EUR).Responsible for Follow-up and settling stores and office and other petty Cash on the system. Monthly reconciliation for stores safes. Assist in the monthly closing process and preparing monthly Reports.Sharing in sales staff training.Maintain Filling System"
147,Accountant,New City Glass -,"Heliopolis, Cairo, Egypt ","Bachelor’s degree in accounting, Finance, or other related majorsFrom 1 to 3 years of relevant experience with extensive corporate tax knowledge in Industrial companies  “strongly preferred” or accounting firm.Excellent technical tax knowledge in tax code, compliance and procedures for corporations, hands on experience with a variety of tax operations and ability to drive process improvements.Team player with excellent interpersonal communication skills to work with people across functions and culture.Strong analytical skills.Excellent written and spoken English skills.Strong computer skills Word, Excel, PowerPoint.Familiarity with accounting ERP software packages.Job located in Alexandria.","Calculating and reviewing accounts payable and receivable interest that the bank deducts or adds to the company's accounts, and the bank's review of refunding the differences, if any to ensure the validity of the actual deductions from banks.Ensure that all bank transactions are recorded & maintained on the company ERP system to preserve the company rights.Preparation of a daily currency exchange rate report supported by the Central Bank's statement to ensure the availability of all the documents needed from external auditors.Prepare bank settlement memo on a daily basis to ensure the availability of the                  needed cash for cheque disbursement.Participate in the monthly, quarterly and annual closings process.Prepare a consolidated statement of actual customers' collections to ensure preserving the company rights.Ensure the availability of copies from all customs release forms and invoices related to exported products, all files delivered to the export support fund and all exchange requests, cheques and transfers to avoid any sanctions related to this part.Develop all needed reports to be submitted to the direct manager. Perform any other assigned tasks as required by the direct manager within the same level of responsibility"
148,Accountant,Brilliant Engineering -,"6th of October, Giza, Egypt ","
Bachelor’s degree.
3-5 years experience as an Accountant General.
Good command of English language.
Familiar with bank reconciliation
Must demonstrate the ability to work cooperatively and collaboratively as part of an Accounting Team.
Strong work ethic.
Strong independent problem solving skills.
Effective written and verbal communication skills.
Work under pressure.
Male is recommended
","Prepare all accounting operations based on accounting principlesPrepare budget and financial forecastsObtain and maintain a thorough understanding of the financial reporting and general ledger structure.Ensure an accurate and timely monthly, quarterly, and year-end close.Ensure the timely reporting of all monthly financial information.Ensure the accurate and timely processing of positive pay transactions.Ensure the monthly and quarterly Bank Compliance activities are performed in a timely and accurate manner.Follow up on Accounts receivable and payments.General ledger preparation.Assist in preparing the taxation reports in EgyptFresh Graduate.Good ability to operate MS Office.Proven track record in finance & accounting.Very good Analytical Skills.Very Good English"
149,Accountant,Hayat -,"Nasr City, Cairo, Egypt ",BA/BS degree or equivalent work experience.Strong analytical skills (including knowledge of Microsoft Excel).Reporting skillsGood command of Englishproficiency in ITAttention to DetailData Entry ManagementGeneral Math Skills,Releasing the sales orders according to the co. policyRecording the received checks.Clearing the collection against related invoicesSharing customer statements with sales team and customers regularlyMaintaining accounts receivable files and recordsExtracting the monthly receivable reportsFollow up Exim bank limits/ shipments/ compensation.Control the renewal of received guarantees.Controlling any differences in invoices with customers whether domestic/GlobalSharing the reconciliation letters with customersReflecting the returns into customers’ accounts
150,Accountant,ABCO Group  -,"Bourj Alarab, Alexandria, Egypt ",,"Prepares and maintains tax records as well as returns reports and other related materials.Plan, facilitate and manage the preparation and review of company different types of taxes, and the accurate, timely filing of all tax forms.Assess and research complex tax issues to identify solutionsManage and maintain the company’s tax databaseOffer support and guidance during auditsPrepare accurate monthly, quarterly and annual tax reportsLiaise with internal and external auditorsPrepare tax inspection required analysis & documentationResponsible to deal with tax authority in payments & official documentationsWork very close with the accounting team to guarantee company rights"
151,Accountant,Egpay -,"Cairo, Egypt ","Proven experience as a junior accountantExcellent organizing abilitiesGreat attention to detailGood with numbers and figures and an analytical acumenGood understanding of accounting and financial reporting principles and practicesExcellent knowledge of MS Office and familiarity with relevant computer software (e.g. SAP)Qualifications (ACA, ACCA or CIMA) is a plus but not requiredBSc/Ba in accounting, finance or relevant field","
As an accountant, you’ll be tasked with managing account entries, documents, payments and finances for the company.
Your primary responsibility is handing and recording internal financial transactions as well as a financial transaction with the company’s client.
"
152,Accountant,BUNRUN -,"Alexandria, Egypt ","Bachelor’s degree in Accounting (English section) or related field.GPA at least Good.Ability to manage competing deadlines and function well in a fast-paced, team-oriented environment.Strong inter-personal and communication skills a must.","BunRun is seeking to ﬁll our accountant position with an enthusiastic, career minded, individual, with a strong work ethic and a commitment to teamwork. This position reports to the operation manager and has responsibility for book keeping, and invoicing. Also he/she will be responsible for the accounts receivable collection. Furthermore he/she will be responsible for preparing annual tax declaration. On top of that one of the main responsibilities would be cash flow management.Duties and responsibilitiesBookkeepingInvoicingMaintain accounts payable and accounts receivable.Cash flow management (forecasting)Planning for insolvency casespreparing accounts and tax returns for tax declarationadministering payrolls and controlling income and expenditurecosting business planscompiling and presenting reports, budgets, business plans, commentaries and financial statements"
153,Accountant,Confidential -,"Helwan, Cairo, Egypt ","Qualifications:Bachelor's Degree in Accounting.Experience:From 1 to 3 years of experience in cash management and handling preferably in a real estate industry. Core Competencies:Customer FocusProblem SolvingSelf DevelopmentHaving and ownership mindsetFast PacedBeing a team playerFamiliarity with electronic equipment, like cash register and POSStrong communication and time management skillsFunctional Competencies:Very good Analytical SkillsKnowledge of accounting systems Excellent with numbers","Conduct dozens of bank’s routine transactions within time limits and established guidelines (cash checks, accept deposits and loan payments, process withdrawals etc)Assess customer needs and introduce new products and services (credit cards, saving bonds etc)Make sales referrals, suggest alternate channels and cross-sell products and servicesGo the “extra mile” to build trust relationships, customer loyalty and satisfactionComply with regulatory requirementsManage risk in every transaction and detect fraudulent transactions to prevent lossesResolve customers’ issues and provide relevant information"
154,Accountant,LockedInCareers -,"Cairo, Egypt ","BSc in Accounting, Finance or relevant degreeWork experience as an AccountantExcellent MS Excel skills Strong attention to detail and good analytical skillsGood understanding of accounting and financial reporting principles and practices","Post and process journal entries to ensure all business transactions are recordedUpdate accounts receivable and issue invoicesUpdate accounts payable and perform reconciliationsAssist in the processing of balance sheets, income statements and other financial statements according to legal and company accounting and financial guidelinesAssist with reviewing of expenses, payroll records etc. as assignedUpdate financial data in databases to ensure that information will be accurate and immediately available when neededPrepare and submit weekly/monthly reportsAssist in the preparation of monthly/yearly closings"
155,Accountant,Rameda -,"6th of October, Giza, Egypt ","Proven bookkeeping experienceSolid understanding of basic bookkeeping and accounting payable/receivable principlesProven ability to calculate, post and manage accounting figures and financial recordsData entry skills along with a knack for numbersHands-on experience with spreadsheets and proprietary softwareProficiency in English and in MS OfficeCustomer service orientation and negotiation skillsHigh degree of accuracy and attention to detailBS degree in Finance, Accounting or Business Administration"," Preparation and monitor trade finance operation for importing materials, spare parts & Packaging.Prepare Journal entries related to GL and foreign suppliers.Prepare analysis of accounts as requested.Assist senior accountants in the preparation of monthly/yearly closings.Assist in preparing financial reports for various internal departments.Collaborating with the Operations teams to develop and implement process improvements for utilities and payments."
156,Accountant,Emaar  -,"Mokattam, Cairo, Egypt ",Requirements:•Bachelor's degree•Very good up to excellent English level•Ability to maintain positive attitude •Excellent communication skills ," Handle day to day cash management of the Delivery stationReconcile daily cash at courier level and closes debriefSupport Operations and Finance with data and controllershipPrepare, deliver and lead site communicationsManage transactions with customers using cash registers.Resolve customer complaints, guide them, and provide relevant information.Count money in cash drawers at the beginning and end of shifts to ensure that amounts are correct and that there is no change.Approve work flow of PDC's creation received from sales Operation. Process Visa POS Machines and issue related receipts on oracle according to each project/entity.Match the received cash/cheques physically with recorded on system and attach the related supported documents.has context menu.Acting as an AR controll point in regards of receiving (HO & Transfer of Ownership) related transactions."
157,Accountant,Leap Development Hub -,"New Cairo, Cairo, Egypt ",Job Requirements: 1-Bachelor degree.2-V.good Microsoft office is must.3-  good English level.4-From 0-5 years experience. ,"Post and process journal entries to ensure all business transactions are recordedReview and verify invoices and check requestsEnter and upload invoices into systemTrack expenses and process expense reportsTreasury daily transaction & preparing bank statement.Follow up with the vendors & clients to send and collect the payment within the due date.Manage all accounting transactionsPublish financial statements in timeHandle monthly, quarterly and annual closingsReconcile accounts payable and receivableEnsure timely bank paymentsManage balance sheets and profit/loss statementsComply with financial policies and regulations"
158,Accountant,"Telecom Systems Provider, LLC -","Maadi, Cairo, Egypt ",FRESH GRADUATE from faculty of commerce live in cairo or giza  onlyMicrosoft office needed,"Record day to day financial transactions and complete the posting processVerify that transactions are recorded in the correct day book, suppliers ledger, customer ledger and general ledgerBring the books to the trial balance stagePerform partial checks of the posting processComplete tax formsEnter data, maintain records and create reports and financial statementsProcess accounts receivable/payable and handle payroll in a timely manner"
159,Accountant,Some Skin Care -,"Cairo, Egypt ","Qualifications & Work Experience:B.Sc.  degree in logistics is a plus1 - 2 years of experience.Very good knowledge of Microsoft officeRotational ShiftsBehavioral Competencies:Has a very good communication and problem-solving skills..Excellent verbal communication, negotiation, and people skills.An eye for details.",Job title -  ReceptionistJob Description:- Females only- Finance management- Stock management- Communication with and support to an accountant- Service and course schedule management - Administrative communication with clients- communication with partner companies and government agencies- and other administrative duties. 
160,Accountant,Egycross Assistance -,"Heliopolis, Cairo, Egypt ","Qualifications & Work Experience:B.Sc.  degree in logistics is a plus1 - 2 years of experience.Very good knowledge of Microsoft officeRotational ShiftsBehavioral Competencies:Has a very good communication and problem-solving skills..Excellent verbal communication, negotiation, and people skills.An eye for details.","Accountant Male /Female (more than one spot available)good internet,gmail ,excel user.issue invoices."
161,Accountant,Scan4dent -,"New Cairo, Cairo, Egypt ","Proven experience as data entry clerkFast typing skills; Knowledge of touch typing system is strongly preferredExcellent knowledge of word processing tools and spreadsheets (MS Office Word, Excel ,PFA,etc.)Working knowledge of office equipment and computer hardware and peripheral devicesBasic understanding of databasesGood command of Arabic both oral and written and customer service skillsGreat attention to detailsFaculty of commerce or equivalent ",fresh  Accountant for  indoor works  for office junoir level  no experienced from cairo or Giza only 
162,Accountant,Naqla -,"Sharq, Port Said, Egypt ",GraduatesExcellent and Fluent English SpeakersBenefits:Attractive Salary+ CommissionsFree VPN lineSocial and medical insurance,"Follow up job order request once allocated on dashboard to ensure the availability of financial liquidity, and the possibility of execution, allocation of shipping lines and the availability of trucks with fleet team.Submit operation/fleet confirmation via dashboard system and follow up with dispatcher team during the operations process to updated the dashboard in timeFollow up the container stuffing with the loading delegate at destination, ensure that the container gate out from there and all documents of the shipment with the driver.Review all interactions on the system and take appropriate action to close the job order on dashboard.Work to solve problems related to execution orders during operation in real communication with fleet department and CRM departmentCoordinate with Fleet to get the collect documents from driver or contractor after job finished.Upload BL’s on dashboard to finish the job correctlyCoordinate with the Accountant and cost control to settle with the drivers or contractors he deals with"
163,Accountant,Naqla -,"Damietta, Damietta, Egypt ","Etisalat UAE is hiring immediately at  English account (smb corporate account) * #males_females #graduate  * English level (Fluent) * available age up to  34 Benefits:* salary 7000 (6200 net + 800 kpi's) * COLA increase after 6 months 15%* social & medical, insurance * free vpn line * Fully paid training * chance to get promoting after 6 months depending on your performance Working conditions:* 8 hours, 1 hour break (rotational)* 5 working days and 2 days off (rotational)*location: Maadii ","Follow up job order request once allocated on dashboard to ensure the availability of financial liquidity, and the possibility of execution, allocation of shipping lines and the availability of trucks with fleet team.Submit operation/fleet confirmation via dashboard system and follow up with dispatcher team during the operations process to updated the dashboard in time Follow up the container stuffing with the loading delegate at destination, ensure that the container gate out from there and all documents of the shipment with the driver.Review all interactions on the system and take appropriate action to close the job order on dashboard.Work to solve problems related to execution orders during operation in real communication with fleet department and CRM department Coordinate with Fleet to get the collect documents from driver or contractor after job finished.Upload BL’s on dashboard to finish the job correctlyCoordinate with the Accountant and cost control to settle with the drivers or contractors he deals with"
164,Accountant,one2twelve  -,"Haram, Giza, Egypt ","Etisalat UAE is hiring immediately at  English account (Non-voice account) * #males_females #graduate  * English level (Fluent) * available age up to  32 Benefits:* salary 7300 (6500 net + 800 kpi's) * COLA increase after 6 months 15%* social & medical, insurance * free vpn line * Fully paid training * chance to get promoting after 6 months depending on your performance Working conditions:* 8 hours, 1 hour break (rotational)* 5 working days and 2 days off (rotational)*location: Maadi ","Transfer data from paper formats into computer files or database systems using keyboards, data recorders or optical scannersType in data provided directly from customersCreate spreadsheets with large numbers of figures without mistakesVerify data by comparing it to source documentsUpdate existing dataRetrieve data from the database or electronic files as requestedPerform regular backups to ensure data preservationSort and organize paperwork after entering data to ensure it is not lostPreferred to have knowledge in professional accountant (PFA)program "
165,Customer Service,Etisalat Egypt -,Etisalat Egypt -,Excellent communication skillsFluency in GermanExcellent communication and presentation skills.,"Etisalat UAE hiring an Excellent English Speakers to handle the Customer's inquiries, Requests and complaints by using thier Pro soft skills through Chats, Mails and Calls with a good opportunities to travel to UAE after 6 months "
166,Customer Service,Etisalat Egypt -,Etisalat Egypt -,"Etisalat UAE is hiring immediately at  English account (Non-voice account) * #males_females #graduate  * English level (Fluent) * available age up to  32 Benefits:* salary 7300 (6500 net + 800 kpi's) * COLA increase after 6 months 15%* social & medical, insurance * free vpn line * Fully paid training * chance to get promoting after 6 months depending on your performance Working conditions:* 8 hours, 1 hour break (rotational)* 5 working days and 2 days off (rotational)*location: Maadi ","Etisalat UAE is hiring immediately at  English account (smb corporate account) * #males_females #graduate  * English level (Fluent) * available age up to  34 Benefits:* salary 7000 (6200 net + 800 kpi's) * COLA increase after 6 months 15%* social & medical, insurance * free vpn line * Fully paid training * chance to get promoting after 6 months depending on your performance Working conditions:* 8 hours, 1 hour break (rotational)* 5 working days and 2 days off (rotational)*location: Maadii "
167,Customer Service,Etisalat Egypt -,Etisalat Egypt -,Fluent in English C1 is a MustGraduates or Dropouts onlyEgyptian Nationality is a must.Having ex. in Call Centre (English Account) is preferred.Soft and communication skills.Males & Females,"Etisalat UAE is hiring immediately at  English account (Non-voice account) * #males_females #graduate  * English level (Fluent) * available age up to  32 Benefits:* salary 7300 (6500 net + 800 kpi's) * COLA increase after 6 months 15%* social & medical, insurance * free vpn line * Fully paid training * chance to get promoting after 6 months depending on your performance Working conditions:* 8 hours, 1 hour break (rotational)* 5 working days and 2 days off (rotational)*location: Maadi "
168,Customer Service,Centro -,Centro -,"Etisalat UAE is hiring immediately at  English account (Non-voice account) * #males_females #graduate  * English level (Fluent) * available age up to  32 Benefits:* salary 7300 (6500 net + 800 kpi's) * COLA increase after 6 months 15%* social & medical, insurance * free vpn line * Fully paid training * chance to get promoting after 6 months depending on your performance Working conditions:* 8 hours, 1 hour break (rotational)* 5 working days and 2 days off (rotational)*location: Maadi","Responsible for taking inbound calls for prospective customers, handling customer inquiries in a courteous and professional manner while providing the highest level of customer service.Provide responsive and competent telephone support to customers in the areas of problem solving and handling customer inquiries.Typically would not have sales goals/quotas.Apply basic working knowledge of systems, procedures, customers, products and processes to perform assigned functions with moderate reliance on others for direction.Work requires some judgment but is performed primarily according to standard procedures with close supervisionProvide responsive and competent customer support within a call center environment.Ensure that all customer issues are resolved at the first instance.May respond to customer inquiries by referring them to published materials, secondary sources or more senior staff.Continuously work for exceptional customer experience, resulting in high customer satisfaction scores.Deliver and exceed customer-specified service levels for handle time.Learn, understand, retain and regularly update and demonstrate product/process knowledge.Track, document and retrieve information in call tracking database."
169,Customer Service,Etisalat Egypt -,Etisalat Egypt -,"• Fluency in English is a MUST.• Egyptians Only.• Graduates , drop outs and gap years only.•Minimum age required is 18 years old.• Cairo/Alex/other areas (only in Egypt• Full time Shifts only. ","Etisalat UAE is hiring immediately at  English account (Non-voice account) * #males_females #graduate  * English level (Fluent) * available age up to  32 Benefits:* salary 7300 (6500 net + 800 kpi's) * COLA increase after 6 months 15%* social & medical, insurance * free vpn line * Fully paid training * chance to get promoting after 6 months depending on your performance Working conditions:* 8 hours, 1 hour break (rotational)* 5 working days and 2 days off (rotational)*location: Maadi "
170,Customer Service,_VOIS Egypt -,_VOIS Egypt -,"Fluency in Italian Language is a must.Fixed Shifts.Work from home after training.University graduates only.Good communication, problem solving & interpersonal skills.Offered Package & Working Conditions:Very Attractive Packages.Work from home after the first 3 months.Additional Benefits (Social Insurance – Private Medical Insurance Coverage – Transportation (Door to Door) Professional training under the supervision of certified trainers.9 Working hours including 1 hour Break.Fixed weekly days off (Saturday - Sunday).",Act as a front-line interface with customers of Vodafone UK Customers.Role involves responding to customers over the phone and resolving their inquiries.Work remote from anywhere inside Egypt.Maintaining the customer experience and providing the best image to the company.BenefitsVery Attractive PackageTraining and working from home.Laptop/PC provided from the company + Internet allowance.5 working days + 2 days off (Rotational)Annual balance + Lieu.Profit shareSocial and Medical insuranceAnnual Salary Increase after ConversionMorning shifts (Last shift ends at 11:00 PM)
171,Customer Service,Etisalat Egypt -,Etisalat Egypt -,"Etisalat UAE is hiring immediately at  English account (Non-voice account) * #males_females #graduate  * English level (Fluent) * available age up to  32 Benefits:* salary 7300 (6500 net + 800 kpi's) * COLA increase after 6 months 15%* social & medical, insurance * free vpn line * Fully paid training * chance to get promoting after 6 months depending on your performance Working conditions:* 8 hours, 1 hour break (rotational)* 5 working days and 2 days off (rotational)*location: Maadi ","Etisalat UAE is hiring immediately at  English account (Non-voice account) * #males_females #graduate  * English level (Fluent) * available age up to  32 Benefits:* salary 7300 (6500 net + 800 kpi's) * COLA increase after 6 months 15%* social & medical, insurance * free vpn line * Fully paid training * chance to get promoting after 6 months depending on your performance Working conditions:* 8 hours, 1 hour break (rotational)* 5 working days and 2 days off (rotational)*location: Maadi"
172,Customer Service,_VOIS Egypt -,_VOIS Egypt -,English fluencyGraduate or drop out (ONLY),"Customer service agent for the UK Account_VOIS is offering a great work opportunity from home with a guaranteed career progressionDon't miss the chance to work with one of the biggest multinational companies and gain a remarkable experience as well as enhancing your communication skills level. It’s not just a call center, it’s a career path!Benefits:• Attractive Salary + Bonus + internet allowance• Fully paid training.• All equipment provided.• Option to work from home.•Social and Medical insurance.•Healthy work environment.•Transportation provided."
173,Customer Service,Sutherland -,Sutherland -,Graduates and drop outs only.Fluency in English is a MUST.Egyptian Nationality required.No experience requiredMinimum 18 years old.,Are you looking to start an Exciting Career with an Innovative Team in a Multinational Organization?! Then we have the job for YOU! Apply at Sutherland today! 
174,Customer Service,Etisalat Egypt -,Etisalat Egypt -,"Etisalat UAE is hiring immediately at  English account (Non-voice account) * #males_females #graduate  * English level (Fluent) * available age up to  32 Benefits:* salary 7300 (6500 net + 800 kpi's) * COLA increase after 6 months 15%* social & medical, insurance * free vpn line * Fully paid training * chance to get promoting after 6 months depending on your performance Working conditions:* 8 hours, 1 hour break (rotational)* 5 working days and 2 days off (rotational)*location: Maadi ","Etisalat UAE is hiring immediately at  English account (Non-voice account) * #males_females #graduate  * English level (Fluent) * available age up to  32 Benefits:* salary 7300 (6500 net + 800 kpi's) * COLA increase after 6 months 15%* social & medical, insurance * free vpn line * Fully paid training * chance to get promoting after 6 months depending on your performance Working conditions:* 8 hours, 1 hour break (rotational)* 5 working days and 2 days off (rotational)*location: Maadi "
175,Customer Service,_VOIS Egypt -,_VOIS Egypt -,Responsibilities:Maintain your presence throughout the working period.Skills and requirements:- Good level of written and spoken English.- Excellent computer user.-Availability of a smart phone.- A high level of diligence.,Customer care positionWork from homeCompetitive salaryInternet allowanceEquipment providedMedical insuranceSocial insurance
176,Customer Service,_VOIS Egypt -,_VOIS Egypt -,Responsibilities:Maintain your presence throughout the working period.Skills and requirements:- Good level of written and spoken English.- Excellent computer user.-Availability of a smart phone.- A high level of diligence.,"Responding to customer queries in a timely and accurate wayAcknowledging and resolving customer issues.Offer & Benefits Training and Working from home (only nesting from office).Transportation provided.All equipments (laptop,headsets…) provided with internet allowanceSocial and medical insurance.Profit Share after conversion and a lot of other attractive benefitsRotational shifts (no shifts after 12pm)"
177,Customer Service,Etisalat Egypt -,Etisalat Egypt -,Responsibilities:Maintain your presence throughout the working period.Skills and requirements:- Good level of written and spoken English.- Excellent computer user.-Availability of a smart phone.- A high level of diligence.,"Etisalat UAE is hiring immediately at  English account (Non-voice account) * #males_females #graduate  * English level (Fluent) * available age up to  32 Benefits:* salary 7300 (6500 net + 800 kpi's) * COLA increase after 6 months 15%* social & medical, insurance * free vpn line * Fully paid training * chance to get promoting after 6 months depending on your performance Working conditions:* 8 hours, 1 hour break (rotational)* 5 working days and 2 days off (rotational)*location: Maadi "
178,Customer Service,Edutech Labs Fze -,Edutech Labs Fze -,Responsibilities:Maintain your presence throughout the working period.Skills and requirements:- Good level of written and spoken English.- Excellent computer user.-Availability of a smart phone.- A high level of diligence.,"Job details:- Expected Salary: 200 USD The training period shall be paid with a full salary.- After the end of the training period, a monthly bonus system begins.- Number of working hours: 12 hours a day, 6 days a weekWorking hours: from 12 noon to 12 am Cairo timeWhy work with us?Our goal at Edutech Labs is to be the No. 1 academy in the Arab world in distance education, and an essential part of the company's success is the team because they are success partners and we are keen on the development and progress of every employee in the company. Therefore, one of the most important features of our work environment is:- Quick upgrades based on your learning speed and skills.- Monthly and annual bonuses based on performance.- Job opportunities including accommodation and private housing in our main office in the United Arab Emirates for qualified people.- The training period is fully paid with an experience certificate for the training period.- Linking salaries to the dollar to preserve the value of the salary from any variables.Job duties:- Assisting students with communication accounts (Twitter, e-mail, Instagram, Snap) via private messages in order to help them learn English and ways to pass the IELTS and TOEFL tests in detail.- Helping those who want to sign up for our online courses.- At the end of the training period, we will inform you of our decision, which we determine based on your performance and the available opportunities.It will be one of the following decisions- Moving to work in our office in the United Arab Emirates as an assistant educational consultant or content writer.- Continue to work remotely (online) as a customer service agent.- The completion of the training period and the delivery of the company's experience certificate."
179,Customer Service,Edutech Labs Fze -,Edutech Labs Fze -,Responsibilities:Maintain your presence throughout the working period.Skills and requirements:- Good level of written and spoken English.- Excellent computer user.-Availability of a smart phone.- A high level of diligence.,"Job details:- Expected Salary: 200 USD The training period shall be paid with a full salary.- After the end of the training period, a monthly bonus system begins.- Number of working hours: 12 hours a day, 6 days a weekWorking hours: from 12 noon to 12 am Cairo timeWhy work with us?Our goal at Edutech Labs is to be the No. 1 academy in the Arab world in distance education, and an essential part of the company's success is the team because they are success partners and we are keen on the development and progress of every employee in the company. Therefore, one of the most important features of our work environment is:- Quick upgrades based on your learning speed and skills.- Monthly and annual bonuses based on performance.- Job opportunities including accommodation and private housing in our main office in the United Arab Emirates for qualified people.- The training period is fully paid with an experience certificate for the training period.- Linking salaries to the dollar to preserve the value of the salary from any variables.Job duties:- Assisting students with communication accounts (Twitter, e-mail, Instagram, Snap) via private messages in order to help them learn English and ways to pass the IELTS and TOEFL tests in detail.- Helping those who want to sign up for our online courses.- At the end of the training period, we will inform you of our decision, which we determine based on your performance and the available opportunities.It will be one of the following decisions- Moving to work in our office in the United Arab Emirates as an assistant educational consultant or content writer.- Continue to work remotely (online) as a customer service agent.- The completion of the training period and the delivery of the company's experience certificate."
180,Customer Service,Edutech Labs Fze -,Edutech Labs Fze -,Graduates only. Fluency in English is a MUST Fresh graduates can apply  The bility to adapt with different types of characters Males & Females are welcome to apply Location Maadi (Transportation not provided) ,"Job details:- Expected Salary: 200 USD The training period shall be paid with a full salary.- After the end of the training period, a monthly bonus system begins.- Number of working hours: 12 hours a day, 6 days a weekWorking hours: from 12 noon to 12 am Cairo timeWhy work with us?Our goal at Edutech Labs is to be the No. 1 academy in the Arab world in distance education, and an essential part of the company's success is the team because they are success partners and we are keen on the development and progress of every employee in the company. Therefore, one of the most important features of our work environment is:- Quick upgrades based on your learning speed and skills.- Monthly and annual bonuses based on performance.- Job opportunities including accommodation and private housing in our main office in the United Arab Emirates for qualified people.- The training period is fully paid with an experience certificate for the training period.- Linking salaries to the dollar to preserve the value of the salary from any variables.Job duties:- Assisting students with communication accounts (Twitter, e-mail, Instagram, Snap) via private messages in order to help them learn English and ways to pass the IELTS and TOEFL tests in detail.- Helping those who want to sign up for our online courses.- At the end of the training period, we will inform you of our decision, which we determine based on your performance and the available opportunities.It will be one of the following decisions- Moving to work in our office in the United Arab Emirates as an assistant educational consultant or content writer.- Continue to work remotely (online) as a customer service agent.- The completion of the training period and the delivery of the company's experience certificate."
181,Customer Service,Edutech Labs Fze -,Edutech Labs Fze -,"Familiarity with our industry is a plus.Excellent communication and problem-solving skillsRespond to customer queries in a timely and accurate way, via phone, email or chat.Share feature requests and effective workarounds with team membersMulti-tasking abilitiesIdentify customer needs and help customers use specific features.Patience when handling tough cases.Full time Shifts only for now.English level C1 up to C2.Graduates/Gap year and drop out. ","Job details:- Expected Salary: 200 USD The training period shall be paid with a full salary.- After the end of the training period, a monthly bonus system begins.- Number of working hours: 12 hours a day, 6 days a weekWorking hours: from 12 noon to 12 am Cairo timeWhy work with us?Our goal at Edutech Labs is to be the No. 1 academy in the Arab world in distance education, and an essential part of the company's success is the team because they are success partners and we are keen on the development and progress of every employee in the company. Therefore, one of the most important features of our work environment is:- Quick upgrades based on your learning speed and skills.- Monthly and annual bonuses based on performance.- Job opportunities including accommodation and private housing in our main office in the United Arab Emirates for qualified people.- The training period is fully paid with an experience certificate for the training period.- Linking salaries to the dollar to preserve the value of the salary from any variables.Job duties:- Assisting students with communication accounts (Twitter, e-mail, Instagram, Snap) via private messages in order to help them learn English and ways to pass the IELTS and TOEFL tests in detail.- Helping those who want to sign up for our online courses.- At the end of the training period, we will inform you of our decision, which we determine based on your performance and the available opportunities.It will be one of the following decisions- Moving to work in our office in the United Arab Emirates as an assistant educational consultant or content writer.- Continue to work remotely (online) as a customer service agent.- The completion of the training period and the delivery of the company's experience certificate."
